Date,Category,Amount,Description
2025-03-07,Travel,184.71,Clothes at Tesco
2025-03-07,Subscriptions,5.45,Booking at Irish Water
2025-03-07,Miscellaneous,121.92,Transfer at Netflix
2025-03-07,Insurance,88.61,Lunch at Google
2025-03-07,Food,15.28,Membership at IKEA
2025-03-07,Entertainment,25.96,Hardware at Irish Rail
2025-03-07,Insurance,64.77,Order at Boots
2025-03-07,Travel,64.42,Workshop at Steam
2025-03-07,Healthcare,249.69,Booking at Subway
2025-03-08,Entertainment,48.64,Transfer at Tesco
2025-03-08,Transport,14.79,Pharmacy at Electric Ireland
2025-03-08,Rent,1421.19,Pharmacy at Google
2025-03-08,Groceries,27.99,Groceries at Bolt
2025-03-08,Entertainment,13.39,Renewal at SSE Airtricity
2025-03-08,Food,26.35,Booking at Domino's
2025-03-08,Utilities,104.25,Top-up at Dublin Bus
2025-03-08,Fitness,77.69,Order at Dublin Bus
2025-03-08,Transport,19.57,Fuel at Gym+Coffee
2025-03-08,Subscriptions,12.91,Ticket at Amazon
2025-03-08,Subscriptions,11.68,Fuel at Eir
2025-03-08,Food,18.97,Gadgets at Circle K
2025-03-08,Education,172.22,Pharmacy at Airbnb
2025-03-08,Transport,11.32,Fuel at Shell
2025-03-08,Subscriptions,11.63,Hardware at Dublin Bus
2025-03-08,Taxes,1819.51,Snacks at Ryanair
2025-03-08,Fitness,29.25,Clothes at Starbucks
2025-03-08,Gifts,224.32,Top-up at Aldi
2025-03-08,Miscellaneous,143.57,Transfer at KFC
2025-03-08,Healthcare,36.23,Order at Airbnb
2025-03-08,Insurance,343.12,Payment at Bolt
2025-03-08,Groceries,86.39,Transfer at Dublin Bus
2025-03-08,Utilities,43.7,Subscription at Domino's
2025-03-08,Groceries,45.41,Fuel at Starbucks
2025-03-08,Dining Out,22.17,Bill at Electric Ireland
2025-03-08,Dining Out,41.85,Dinner at Zara
2025-03-08,Gifts,177.44,Bill at Amazon
2025-03-08,Education,248.41,Pharmacy at Steam
2025-03-08,Shopping,316.33,Workshop at Specsavers
2025-03-08,Fitness,79.95,Coffee at Aldi
2025-03-08,Food,8.92,Membership at Eir
2025-03-08,Food,12.84,Bill at IKEA
2025-03-08,Miscellaneous,137.94,Payment at Irish Rail
2025-03-08,Education,418.35,Payment at Three
2025-03-08,Transport,16.88,Coffee at Gym+Coffee
2025-03-08,Transport,14.35,Coffee at Just Eat
2025-03-08,Taxes,1230.61,Clothes at Airbnb
2025-03-08,Travel,853.84,Ticket at Irish Rail
2025-03-08,Miscellaneous,59.24,Taxi at Starbucks
2025-03-08,Travel,664.78,Taxi at Decathlon
2025-03-08,Food,41.9,Taxi at Electric Ireland
2025-03-08,Subscriptions,10.24,Purchase at Vodafone
2025-03-08,Entertainment,36.78,Order at Airbnb
2025-03-08,Rent,914.61,Order at Eir
2025-03-08,Subscriptions,8.92,Fuel at Vodafone
2025-03-08,Gifts,219.82,Subscription at Shell
2025-03-08,Gifts,185.62,Course Fee at Dublin Bus
2025-03-08,Utilities,159.87,Subscription at Dublin Bus
2025-03-08,Gifts,10.06,Dinner at Irish Water
2025-03-09,Utilities,59.98,Transfer at Boots
2025-03-09,Transport,6.7,Payment at Steam
2025-03-09,Entertainment,69.57,Fuel at Aldi
2025-03-09,Travel,1122.55,Workshop at Uber
2025-03-09,Food,9.7,Ticket at Spotify
2025-03-09,Entertainment,36.63,Groceries at H&M
2025-03-09,Travel,1035.06,Ticket at Bolt
2025-03-09,Miscellaneous,82.83,Dinner at Steam
2025-03-09,Transport,16.77,Pharmacy at Bolt
2025-03-09,Miscellaneous,17.6,Workshop at Irish Water
2025-03-09,Groceries,74.53,Order at Boots
2025-03-09,Subscriptions,8.9,Ticket at Electric Ireland
2025-03-09,Entertainment,43.49,Renewal at Irish Rail
2025-03-09,Healthcare,241.12,Taxi at Google
2025-03-09,Education,542.92,Hardware at Specsavers
2025-03-09,Healthcare,330.96,Hardware at Gym+Coffee
2025-03-09,Dining Out,18.69,Lunch at SSE Airtricity
2025-03-09,Rent,2152.51,Course Fee at Google
2025-03-09,Subscriptions,4.93,Course Fee at Vodafone
2025-03-09,Miscellaneous,108.02,Renewal at Ryanair
2025-03-09,Food,19.92,Hardware at McDonald's
2025-03-09,Transport,6.67,Ticket at Zara
2025-03-09,Fitness,83.43,Hardware at SuperValu
2025-03-09,Subscriptions,11.49,Clothes at Aer Lingus
2025-03-09,Healthcare,171.16,Course Fee at Starbucks
2025-03-09,Utilities,216.51,Payment at Boots
2025-03-09,Subscriptions,14.28,Workshop at Just Eat
2025-03-09,Groceries,52.9,Renewal at Domino's
2025-03-09,Healthcare,52.82,Snacks at Circle K
2025-03-09,Groceries,86.43,Gadgets at Circle K
2025-03-09,Gifts,164.78,Booking at Boots
2025-03-09,Insurance,342.6,Pharmacy at Uber
2025-03-09,Rent,1696.56,Taxi at Lidl
2025-03-09,Food,8.46,Dinner at Three
2025-03-09,Groceries,46.37,Payment at Spotify
2025-03-09,Food,5.26,Renewal at Starbucks
2025-03-09,Fitness,70.11,Membership at IKEA
2025-03-09,Subscriptions,18.1,Snacks at Steam
2025-03-09,Dining Out,39.2,Booking at Netflix
2025-03-09,Shopping,251.36,Hardware at Aer Lingus
2025-03-09,Food,34.68,Ticket at McDonald's
2025-03-09,Utilities,49.94,Subscription at IKEA
2025-03-09,Dining Out,66.65,Hardware at Apple
2025-03-09,Insurance,341.7,Membership at Dublin Bus
2025-03-10,Miscellaneous,116.44,Gadgets at Netflix
2025-03-10,Entertainment,39.34,Coffee at Shell
2025-03-10,Food,36.47,Subscription at Spotify
2025-03-10,Utilities,155.1,Order at Zara
2025-03-10,Shopping,159.27,Course Fee at Just Eat
2025-03-10,Subscriptions,20.86,Course Fee at Amazon
2025-03-10,Subscriptions,12.96,Lunch at Just Eat
2025-03-10,Taxes,1089.63,Pharmacy at Subway
2025-03-10,Taxes,666.62,Transfer at Decathlon
2025-03-10,Education,498.5,Top-up at Spotify
2025-03-10,Subscriptions,19.75,Gadgets at Irish Rail
2025-03-10,Education,480.38,Membership at Irish Water
2025-03-10,Dining Out,10.13,Bill at Decathlon
2025-03-10,Food,13.34,Workshop at Aldi
2025-03-10,Insurance,100.58,Top-up at Starbucks
2025-03-10,Food,28.74,Lunch at Subway
2025-03-10,Insurance,357.44,Bill at Bolt
2025-03-10,Food,11.71,Bill at Irish Water
2025-03-10,Transport,6.4,Gadgets at Amazon
2025-03-10,Insurance,374.59,Purchase at KFC
2025-03-10,Dining Out,18.28,Payment at Electric Ireland
2025-03-10,Gifts,174.79,Pharmacy at Dublin Bus
2025-03-10,Subscriptions,14.88,Fuel at Ryanair
2025-03-10,Rent,1702.12,Clothes at Aldi
2025-03-10,Entertainment,11.91,Purchase at Spotify
2025-03-10,Travel,682.73,Fuel at Shell
2025-03-10,Groceries,30.41,Order at Electric Ireland
2025-03-10,Utilities,198.13,Membership at Shell
2025-03-10,Insurance,298.83,Lunch at Netflix
2025-03-10,Entertainment,23.34,Membership at Eir
2025-03-10,Groceries,60.69,Pharmacy at Tesco
2025-03-10,Subscriptions,19.97,Groceries at Airbnb
2025-03-10,Gifts,61.37,Dinner at SSE Airtricity
2025-03-10,Insurance,166.59,Course Fee at Starbucks
2025-03-10,Gifts,119.99,Order at KFC
2025-03-10,Miscellaneous,119.92,Taxi at SSE Airtricity
2025-03-10,Healthcare,199.56,Bill at Uber
2025-03-10,Food,8.57,Shoes at Boots
2025-03-10,Utilities,30.13,Purchase at Three
2025-03-10,Rent,2101.47,Dinner at Dublin Bus
2025-03-10,Education,421.44,Purchase at Airbnb
2025-03-10,Travel,1165.39,Shoes at Spotify
2025-03-10,Miscellaneous,168.66,Bill at Boots
2025-03-10,Miscellaneous,26.76,Hardware at Steam
2025-03-10,Shopping,333.16,Membership at Google
2025-03-10,Rent,933.1,Payment at Three
2025-03-10,Travel,718.62,Gadgets at Starbucks
2025-03-10,Taxes,766.43,Course Fee at Subway
2025-03-10,Rent,1188.3,Top-up at Ryanair
2025-03-11,Subscriptions,15.5,Transfer at Boots
2025-03-11,Groceries,85.44,Pharmacy at Boots
2025-03-11,Rent,1107.86,Snacks at Domino's
2025-03-11,Fitness,127.74,Lunch at SuperValu
2025-03-11,Rent,1690.06,Payment at Ryanair
2025-03-11,Taxes,1287.72,Order at Airbnb
2025-03-11,Food,17.62,Fuel at McDonald's
2025-03-11,Groceries,39.34,Renewal at Starbucks
2025-03-11,Transport,20.08,Workshop at Boots
2025-03-11,Entertainment,45.19,Bill at Specsavers
2025-03-11,Rent,646.35,Workshop at Dublin Bus
2025-03-11,Groceries,25.44,Top-up at Irish Water
2025-03-11,Healthcare,208.23,Fuel at Zara
2025-03-11,Food,13.59,Ticket at Irish Rail
2025-03-11,Gifts,37.17,Bill at Amazon
2025-03-11,Healthcare,280.6,Hardware at H&M
2025-03-11,Rent,1446.22,Transfer at Airbnb
2025-03-11,Travel,1196.82,Dinner at Amazon
2025-03-11,Education,291.37,Coffee at Electric Ireland
2025-03-11,Transport,15.88,Subscription at Bolt
2025-03-11,Taxes,700.93,Course Fee at SSE Airtricity
2025-03-11,Healthcare,317.47,Bill at Ryanair
2025-03-11,Food,11.64,Payment at Shell
2025-03-11,Entertainment,32.32,Clothes at Eir
2025-03-11,Miscellaneous,141.48,Groceries at Steam
2025-03-11,Utilities,73.65,Payment at Boots
2025-03-11,Miscellaneous,5.32,Lunch at Starbucks
2025-03-11,Shopping,316.37,Course Fee at Electric Ireland
2025-03-11,Subscriptions,16.76,Dinner at Subway
2025-03-11,Subscriptions,12.57,Bill at IKEA
2025-03-11,Groceries,28.38,Purchase at SuperValu
2025-03-11,Groceries,200.0,Membership at Dublin Bus
2025-03-11,Groceries,25.28,Coffee at Vodafone
2025-03-11,Shopping,134.38,Top-up at Irish Rail
2025-03-11,Groceries,47.18,Membership at Airbnb
2025-03-11,Insurance,149.59,Renewal at Spotify
2025-03-11,Taxes,1126.39,Subscription at SSE Airtricity
2025-03-11,Food,26.04,Pharmacy at Just Eat
2025-03-11,Entertainment,39.07,Bill at Boots
2025-03-11,Shopping,243.55,Clothes at IKEA
2025-03-11,Insurance,143.26,Dinner at Domino's
2025-03-11,Shopping,385.18,Dinner at Subway
2025-03-11,Rent,1821.61,Dinner at Irish Water
2025-03-11,Healthcare,303.06,Pharmacy at Electric Ireland
2025-03-11,Dining Out,120.0,Groceries at Shell
2025-03-11,Utilities,193.77,Gadgets at Irish Rail
2025-03-11,Rent,2038.52,Course Fee at H&M
2025-03-11,Utilities,117.15,Coffee at Starbucks
2025-03-11,Food,39.06,Order at Boots
2025-03-11,Utilities,70.06,Pharmacy at Specsavers
2025-03-12,Miscellaneous,86.03,Bill at Boots
2025-03-12,Dining Out,41.46,Transfer at Subway
2025-03-12,Insurance,270.66,Bill at Subway
2025-03-12,Food,18.99,Ticket at Google
2025-03-12,Rent,735.35,Shoes at Google
2025-03-12,Healthcare,256.85,Clothes at SSE Airtricity
2025-03-12,Gifts,40.19,Pharmacy at SSE Airtricity
2025-03-12,Shopping,379.5,Payment at H&M
2025-03-12,Gifts,143.73,Fuel at Irish Rail
2025-03-12,Rent,1749.63,Dinner at IKEA
2025-03-12,Miscellaneous,108.47,Snacks at Uber
2025-03-12,Education,418.09,Dinner at Three
2025-03-12,Subscriptions,12.28,Course Fee at Uber
2025-03-12,Fitness,67.77,Lunch at Circle K
2025-03-12,Education,445.61,Top-up at Irish Rail
2025-03-12,Food,13.96,Gadgets at Three
2025-03-12,Miscellaneous,49.36,Order at Boots
2025-03-12,Rent,971.18,Transfer at Lidl
2025-03-12,Fitness,126.77,Top-up at Airbnb
2025-03-12,Fitness,129.0,Groceries at SSE Airtricity
2025-03-12,Shopping,140.75,Taxi at Dublin Bus
2025-03-12,Entertainment,23.52,Shoes at Apple
2025-03-12,Travel,436.24,Bill at Electric Ireland
2025-03-12,Subscriptions,14.53,Bill at Dublin Bus
2025-03-12,Travel,737.78,Course Fee at Eir
2025-03-12,Subscriptions,22.7,Purchase at Bolt
2025-03-12,Healthcare,344.79,Lunch at Irish Rail
2025-03-12,Food,10.82,Lunch at Netflix
2025-03-12,Miscellaneous,179.19,Course Fee at McDonald's
2025-03-12,Travel,497.19,Payment at Vodafone
2025-03-12,Dining Out,26.75,Shoes at H&M
2025-03-12,Shopping,445.51,Top-up at Netflix
2025-03-12,Dining Out,33.85,Groceries at Irish Rail
2025-03-12,Utilities,134.22,Dinner at Three
2025-03-12,Utilities,209.06,Taxi at Steam
2025-03-12,Dining Out,13.04,Dinner at Spotify
2025-03-12,Utilities,110.57,Hardware at Specsavers
2025-03-12,Insurance,198.76,Order at Boots
2025-03-12,Taxes,261.08,Order at McDonald's
2025-03-12,Entertainment,80.73,Renewal at H&M
2025-03-12,Gifts,155.9,Dinner at Domino's
2025-03-12,Utilities,169.1,Taxi at Electric Ireland
2025-03-12,Education,374.92,Workshop at KFC
2025-03-12,Food,5.48,Top-up at Domino's
2025-03-12,Utilities,219.71,Course Fee at Subway
2025-03-12,Food,21.8,Membership at Three
2025-03-13,Miscellaneous,41.62,Workshop at Decathlon
2025-03-13,Subscriptions,12.9,Order at Aer Lingus
2025-03-13,Entertainment,83.52,Clothes at Gym+Coffee
2025-03-13,Transport,11.67,Lunch at Irish Rail
2025-03-13,Groceries,65.83,Coffee at Specsavers
2025-03-13,Utilities,118.59,Shoes at Electric Ireland
2025-03-13,Healthcare,297.97,Pharmacy at SSE Airtricity
2025-03-13,Travel,488.95,Pharmacy at Amazon
2025-03-13,Miscellaneous,108.71,Snacks at Amazon
2025-03-13,Rent,879.91,Bill at Irish Rail
2025-03-13,Travel,1006.2,Fuel at Apple
2025-03-13,Travel,487.09,Clothes at Bolt
2025-03-13,Travel,558.44,Workshop at Three
2025-03-13,Education,332.83,Lunch at Gym+Coffee
2025-03-13,Shopping,315.97,Order at SuperValu
2025-03-13,Healthcare,232.82,Bill at KFC
2025-03-13,Dining Out,28.19,Ticket at Decathlon
2025-03-13,Gifts,122.05,Order at Apple
2025-03-13,Food,35.36,Clothes at Boots
2025-03-13,Healthcare,301.88,Workshop at Google
2025-03-13,Food,11.3,Membership at Spotify
2025-03-13,Shopping,329.55,Ticket at Aldi
2025-03-13,Subscriptions,14.56,Taxi at Circle K
2025-03-13,Entertainment,61.1,Bill at Bolt
2025-03-13,Travel,652.75,Order at KFC
2025-03-13,Utilities,87.97,Snacks at Three
2025-03-13,Utilities,161.89,Ticket at Decathlon
2025-03-13,Miscellaneous,196.97,Transfer at Aer Lingus
2025-03-13,Utilities,133.36,Membership at Aer Lingus
2025-03-13,Groceries,51.32,Gadgets at Just Eat
2025-03-13,Taxes,1421.48,Gadgets at Steam
2025-03-13,Shopping,228.59,Membership at Three
2025-03-13,Travel,195.66,Booking at Dublin Bus
2025-03-13,Education,448.59,Course Fee at Airbnb
2025-03-13,Education,198.45,Subscription at Spotify
2025-03-13,Food,18.89,Purchase at Electric Ireland
2025-03-13,Food,18.7,Ticket at Irish Rail
2025-03-13,Transport,17.69,Booking at Domino's
2025-03-13,Travel,635.38,Shoes at Irish Water
2025-03-13,Entertainment,24.65,Gadgets at Steam
2025-03-13,Groceries,46.27,Gadgets at Bolt
2025-03-13,Insurance,190.86,Groceries at Circle K
2025-03-13,Dining Out,25.65,Groceries at Eir
2025-03-13,Shopping,273.19,Membership at Just Eat
2025-03-13,Shopping,445.31,Purchase at Circle K
2025-03-13,Insurance,50.49,Order at Subway
2025-03-13,Healthcare,274.68,Shoes at McDonald's
2025-03-13,Subscriptions,8.31,Workshop at Three
2025-03-13,Transport,8.55,Transfer at Lidl
2025-03-13,Fitness,78.14,Membership at Dublin Bus
2025-03-13,Transport,11.01,Fuel at Decathlon
2025-03-13,Utilities,207.44,Pharmacy at Uber
2025-03-14,Education,40.25,Subscription at Subway
2025-03-14,Fitness,54.91,Coffee at Gym+Coffee
2025-03-14,Entertainment,12.77,Lunch at Lidl
2025-03-14,Rent,1895.53,Course Fee at IKEA
2025-03-14,Taxes,982.16,Renewal at Dublin Bus
2025-03-14,Healthcare,25.07,Booking at Vodafone
2025-03-14,Gifts,166.41,Lunch at Dublin Bus
2025-03-14,Groceries,48.31,Coffee at Zara
2025-03-14,Dining Out,31.88,Bill at Eir
2025-03-14,Healthcare,171.44,Subscription at KFC
2025-03-14,Subscriptions,26.33,Taxi at Lidl
2025-03-14,Taxes,643.5,Lunch at Three
2025-03-14,Subscriptions,19.28,Gadgets at KFC
2025-03-14,Education,176.48,Top-up at Steam
2025-03-14,Rent,1646.84,Payment at Google
2025-03-14,Fitness,89.24,Purchase at Uber
2025-03-14,Gifts,117.96,Pharmacy at Boots
2025-03-14,Taxes,1763.4,Pharmacy at Electric Ireland
2025-03-14,Subscriptions,17.74,Membership at Lidl
2025-03-14,Groceries,93.02,Pharmacy at Aldi
2025-03-14,Shopping,292.25,Groceries at Shell
2025-03-14,Taxes,166.25,Taxi at Gym+Coffee
2025-03-14,Rent,1901.93,Transfer at Spotify
2025-03-14,Utilities,108.36,Clothes at Specsavers
2025-03-14,Travel,814.11,Dinner at Gym+Coffee
2025-03-14,Rent,1683.75,Workshop at IKEA
2025-03-14,Food,12.92,Coffee at Tesco
2025-03-14,Food,10.18,Order at McDonald's
2025-03-14,Travel,1158.48,Fuel at Apple
2025-03-14,Taxes,269.44,Shoes at H&M
2025-03-14,Miscellaneous,53.46,Payment at Eir
2025-03-14,Shopping,391.16,Subscription at Subway
2025-03-14,Travel,1043.0,Top-up at Gym+Coffee
2025-03-14,Travel,459.0,Lunch at Domino's
2025-03-14,Rent,1045.22,Snacks at Ryanair
2025-03-14,Education,248.34,Snacks at Uber
2025-03-14,Healthcare,191.91,Purchase at IKEA
2025-03-14,Food,26.2,Gadgets at SuperValu
2025-03-14,Insurance,325.89,Taxi at Google
2025-03-14,Subscriptions,13.03,Shoes at Three
2025-03-14,Utilities,230.32,Groceries at McDonald's
2025-03-15,Fitness,114.67,Ticket at Steam
2025-03-15,Dining Out,32.87,Taxi at Uber
2025-03-15,Healthcare,79.13,Gadgets at SuperValu
2025-03-15,Miscellaneous,153.41,Shoes at Netflix
2025-03-15,Education,383.84,Purchase at Decathlon
2025-03-15,Groceries,88.81,Purchase at Just Eat
2025-03-15,Miscellaneous,166.32,Purchase at Bolt
2025-03-15,Dining Out,55.17,Pharmacy at Eir
2025-03-15,Transport,10.91,Hardware at Circle K
2025-03-15,Subscriptions,17.8,Lunch at Specsavers
2025-03-15,Rent,959.78,Taxi at Bolt
2025-03-15,Education,467.98,Membership at Decathlon
2025-03-15,Transport,11.23,Payment at H&M
2025-03-15,Transport,16.8,Renewal at Aer Lingus
2025-03-15,Fitness,64.1,Workshop at Airbnb
2025-03-15,Gifts,177.97,Workshop at Shell
2025-03-15,Fitness,33.56,Fuel at Zara
2025-03-15,Fitness,91.67,Bill at Lidl
2025-03-15,Shopping,195.61,Shoes at Just Eat
2025-03-15,Subscriptions,5.49,Payment at Netflix
2025-03-15,Dining Out,28.58,Hardware at Aldi
2025-03-15,Food,12.46,Shoes at Three
2025-03-15,Transport,9.4,Top-up at Vodafone
2025-03-15,Transport,23.11,Top-up at Circle K
2025-03-15,Subscriptions,3.5,Lunch at Ryanair
2025-03-15,Groceries,63.99,Top-up at Boots
2025-03-15,Insurance,95.84,Pharmacy at Circle K
2025-03-15,Rent,640.84,Lunch at Aer Lingus
2025-03-15,Taxes,1956.72,Purchase at SSE Airtricity
2025-03-15,Transport,10.81,Clothes at Irish Rail
2025-03-15,Subscriptions,19.2,Shoes at Dublin Bus
2025-03-15,Education,219.02,Pharmacy at Airbnb
2025-03-15,Fitness,61.83,Renewal at SuperValu
2025-03-15,Insurance,265.28,Groceries at Airbnb
2025-03-15,Travel,197.75,Clothes at Irish Water
2025-03-15,Travel,878.28,Taxi at Apple
2025-03-15,Transport,15.6,Transfer at Amazon
2025-03-15,Fitness,20.7,Snacks at Vodafone
2025-03-15,Taxes,1201.39,Booking at Steam
2025-03-15,Gifts,229.17,Hardware at Airbnb
2025-03-15,Transport,7.16,Transfer at Decathlon
2025-03-16,Miscellaneous,28.43,Purchase at Uber
2025-03-16,Shopping,350.89,Lunch at Airbnb
2025-03-16,Shopping,217.7,Shoes at Circle K
2025-03-16,Utilities,187.89,Membership at Domino's
2025-03-16,Food,11.52,Top-up at Google
2025-03-16,Shopping,133.92,Shoes at Spotify
2025-03-16,Insurance,248.78,Top-up at Vodafone
2025-03-16,Dining Out,26.42,Dinner at Ryanair
2025-03-16,Education,596.65,Order at Google
2025-03-16,Miscellaneous,105.94,Order at Irish Rail
2025-03-16,Subscriptions,14.32,Subscription at Uber
2025-03-16,Miscellaneous,25.67,Clothes at Steam
2025-03-16,Insurance,381.09,Renewal at Netflix
2025-03-16,Fitness,118.93,Order at Just Eat
2025-03-16,Subscriptions,4.53,Lunch at Airbnb
2025-03-16,Rent,612.5,Purchase at Zara
2025-03-16,Food,14.07,Taxi at Subway
2025-03-16,Shopping,493.48,Transfer at Decathlon
2025-03-16,Miscellaneous,146.0,Shoes at Specsavers
2025-03-16,Food,8.24,Gadgets at Eir
2025-03-16,Shopping,304.96,Bill at Gym+Coffee
2025-03-16,Travel,452.73,Purchase at Three
2025-03-16,Utilities,140.43,Groceries at Vodafone
2025-03-16,Subscriptions,12.17,Order at Spotify
2025-03-16,Rent,857.98,Lunch at McDonald's
2025-03-16,Taxes,1284.5,Lunch at Irish Water
2025-03-16,Healthcare,369.68,Renewal at Tesco
2025-03-16,Utilities,249.19,Ticket at Irish Rail
2025-03-16,Education,463.03,Order at Gym+Coffee
2025-03-16,Travel,147.95,Pharmacy at Aer Lingus
2025-03-16,Gifts,191.74,Top-up at Ryanair
2025-03-16,Insurance,308.76,Snacks at Tesco
2025-03-16,Miscellaneous,150.48,Transfer at Specsavers
2025-03-16,Gifts,215.33,Clothes at Domino's
2025-03-16,Transport,16.05,Hardware at Electric Ireland
2025-03-16,Insurance,341.83,Clothes at Circle K
2025-03-16,Healthcare,381.69,Lunch at Just Eat
2025-03-16,Utilities,85.82,Gadgets at Vodafone
2025-03-16,Shopping,448.35,Course Fee at Irish Rail
2025-03-16,Insurance,229.0,Purchase at Three
2025-03-16,Fitness,74.01,Shoes at Tesco
2025-03-16,Food,7.7,Lunch at Domino's
2025-03-16,Fitness,101.05,Hardware at Gym+Coffee
2025-03-16,Groceries,62.86,Renewal at Decathlon
2025-03-16,Transport,8.08,Hardware at Tesco
2025-03-16,Shopping,32.92,Pharmacy at Steam
2025-03-16,Miscellaneous,181.37,Top-up at Spotify
2025-03-17,Entertainment,17.26,Pharmacy at Airbnb
2025-03-17,Taxes,1624.34,Order at Ryanair
2025-03-17,Healthcare,316.42,Clothes at Aer Lingus
2025-03-17,Groceries,40.2,Membership at SuperValu
2025-03-17,Insurance,348.49,Snacks at Specsavers
2025-03-17,Healthcare,113.25,Purchase at Shell
2025-03-17,Fitness,26.77,Fuel at Dublin Bus
2025-03-17,Fitness,37.24,Groceries at Dublin Bus
2025-03-17,Rent,1149.06,Workshop at Eir
2025-03-17,Rent,1229.0,Renewal at Subway
2025-03-17,Travel,668.08,Shoes at Apple
2025-03-17,Miscellaneous,128.08,Lunch at Irish Rail
2025-03-17,Gifts,196.32,Coffee at Eir
2025-03-17,Rent,2031.98,Course Fee at Aer Lingus
2025-03-17,Entertainment,17.43,Clothes at Starbucks
2025-03-17,Shopping,253.85,Course Fee at Aldi
2025-03-17,Healthcare,67.21,Booking at Boots
2025-03-17,Shopping,462.95,Membership at KFC
2025-03-17,Transport,12.63,Bill at Airbnb
2025-03-17,Transport,5.52,Ticket at Irish Rail
2025-03-17,Taxes,754.19,Order at Boots
2025-03-17,Subscriptions,10.06,Fuel at Circle K
2025-03-17,Groceries,155.64,Booking at Uber
2025-03-17,Travel,239.51,Booking at Circle K
2025-03-17,Entertainment,20.98,Dinner at Steam
2025-03-17,Utilities,79.92,Lunch at Boots
2025-03-17,Healthcare,92.33,Groceries at Decathlon
2025-03-17,Rent,747.1,Membership at IKEA
2025-03-17,Miscellaneous,89.61,Snacks at McDonald's
2025-03-17,Rent,1345.66,Purchase at Vodafone
2025-03-17,Groceries,71.41,Booking at Google
2025-03-17,Groceries,26.34,Membership at Apple
2025-03-17,Entertainment,41.07,Coffee at Dublin Bus
2025-03-17,Food,12.15,Dinner at Netflix
2025-03-17,Utilities,33.47,Pharmacy at Vodafone
2025-03-17,Fitness,45.47,Fuel at SSE Airtricity
2025-03-17,Fitness,22.33,Course Fee at Starbucks
2025-03-17,Groceries,46.27,Pharmacy at Decathlon
2025-03-17,Fitness,15.66,Fuel at Aer Lingus
2025-03-17,Dining Out,42.33,Hardware at Subway
2025-03-17,Utilities,49.65,Booking at Google
2025-03-17,Fitness,44.31,Fuel at Bolt
2025-03-17,Taxes,1514.75,Booking at Circle K
2025-03-17,Healthcare,221.91,Bill at Circle K
2025-03-17,Groceries,34.84,Hardware at SSE Airtricity
2025-03-17,Healthcare,284.47,Hardware at Subway
2025-03-17,Insurance,272.38,Order at Shell
2025-03-17,Miscellaneous,35.1,Top-up at Just Eat
2025-03-17,Subscriptions,6.98,Pharmacy at Starbucks
2025-03-17,Education,210.47,Subscription at Shell
2025-03-17,Education,155.95,Order at Airbnb
2025-03-17,Rent,1560.77,Pharmacy at Ryanair
2025-03-17,Utilities,235.39,Coffee at Vodafone
2025-03-17,Fitness,76.26,Dinner at Just Eat
2025-03-17,Taxes,622.76,Subscription at Irish Water
2025-03-17,Insurance,219.61,Snacks at Starbucks
2025-03-17,Dining Out,52.28,Subscription at Subway
2025-03-17,Groceries,26.07,Hardware at Lidl
2025-03-17,Gifts,160.74,Membership at Lidl
2025-03-18,Gifts,71.33,Bill at KFC
2025-03-18,Rent,2026.05,Ticket at Specsavers
2025-03-18,Miscellaneous,89.76,Payment at Tesco
2025-03-18,Rent,1743.38,Top-up at Subway
2025-03-18,Transport,24.25,Purchase at Vodafone
2025-03-18,Entertainment,42.43,Gadgets at Three
2025-03-18,Utilities,198.74,Payment at Steam
2025-03-18,Entertainment,33.3,Coffee at Spotify
2025-03-18,Miscellaneous,58.57,Course Fee at Ryanair
2025-03-18,Healthcare,45.82,Payment at Starbucks
2025-03-18,Entertainment,52.35,Fuel at Starbucks
2025-03-18,Miscellaneous,5.19,Ticket at Airbnb
2025-03-18,Dining Out,33.32,Lunch at Aer Lingus
2025-03-18,Fitness,62.45,Payment at Aldi
2025-03-18,Subscriptions,34.53,Ticket at Zara
2025-03-18,Travel,1104.77,Snacks at H&M
2025-03-18,Dining Out,17.17,Snacks at Google
2025-03-18,Transport,6.2,Dinner at Dublin Bus
2025-03-18,Gifts,33.97,Pharmacy at Uber
2025-03-18,Healthcare,254.9,Hardware at Just Eat
2025-03-18,Entertainment,17.21,Membership at Tesco
2025-03-18,Fitness,76.95,Membership at Boots
2025-03-18,Transport,11.77,Booking at Circle K
2025-03-18,Food,12.38,Workshop at Google
2025-03-18,Entertainment,36.49,Renewal at Irish Rail
2025-03-18,Fitness,88.86,Payment at Aer Lingus
2025-03-18,Shopping,139.85,Clothes at Just Eat
2025-03-18,Miscellaneous,36.61,Payment at Zara
2025-03-18,Entertainment,40.51,Top-up at Airbnb
2025-03-18,Entertainment,15.54,Course Fee at Shell
2025-03-18,Utilities,47.54,Hardware at Lidl
2025-03-18,Travel,760.49,Bill at Spotify
2025-03-18,Miscellaneous,93.01,Renewal at Electric Ireland
2025-03-18,Miscellaneous,155.17,Booking at Subway
2025-03-18,Subscriptions,17.59,Pharmacy at Lidl
2025-03-18,Dining Out,60.17,Coffee at Irish Rail
2025-03-18,Entertainment,36.19,Ticket at Google
2025-03-18,Education,485.36,Hardware at Electric Ireland
2025-03-18,Subscriptions,6.34,Renewal at SSE Airtricity
